Rider_ID,Subcounty_ID,Subcounty,Latitude,Longitude,Daily_Distance_km,Daily_Income_KES,Income_Volatility,Distance_to_BSS_km,Petrol_Daily_Cost_KES,Electric_Daily_Cost_KES,PAYG_Daily_Payment_KES,Net_Savings_KES,Default_Probability,Default_Indicator,Churn_Probability,Churn_Indicator
RID-0643,SC-MATHARE,Mathare,-1.2546927530120073,36.85334482684777,86.4,1251.0,0.217,1.21,544.0,330.0,450.0,214.0,0.0071,0,0.2914,0
RID-0644,SC-MATHARE,Mathare,-1.3087763431655286,36.86231441675628,86.3,1189.0,0.259,1.96,543.0,329.0,450.0,214.0,0.0135,0,0.3547,0
RID-0645,SC-KIBRA,Kibra,-1.2865450372780012,36.80352430804483,53.4,820.0,0.171,0.85,355.0,207.0,450.0,147.0,0.0235,0,0.2137,0
RID-0646,SC-KAMUKUNJI,Kamukunji,-1.2656920503081766,36.86972261443612,96.0,773.0,0.153,0.82,598.0,365.0,450.0,233.0,0.0202,0,0.248,1
RID-0647,SC-MATHARE,Mathare,-1.2582268481807712,36.86894631414811,83.8,1070.0,0.19,0.63,529.0,320.0,450.0,209.0,0.0093,0,0.2476,0
RID-0648,SC-STAREHE,Starehe,-1.2873530379086868,36.81867854287946,100.8,831.0,0.276,0.55,626.0,383.0,450.0,243.0,0.0258,0,0.3165,0
RID-0649,SC-KAMUKUNJI,Kamukunji,-1.2726845770045772,36.869077688743374,86.7,1020.0,0.303,1.42,545.0,331.0,450.0,215.0,0.0232,0,0.3583,0
RID-0650,SC-MATHARE,Mathare,-1.26278892551362,36.85599621470298,96.5,903.0,0.211,0.91,602.0,367.0,450.0,234.0,0.0178,0,0.2866,0
RID-0651,SC-KIBRA,Kibra,-1.314989440822868,36.79702413497858,87.0,644.0,0.239,1.34,547.0,332.0,450.0,215.0,0.0544,0,0.3119,1
RID-0652,SC-MATHARE,Mathare,-1.2888770963226708,36.819076380937254,100.2,554.0,0.297,0.4,623.0,381.0,450.0,242.0,0.0629,0,0.322,0
RID-0653,SC-MATHARE,Mathare,-1.2710107369898316,36.84058575148172,87.8,1045.0,0.104,1.47,552.0,335.0,450.0,217.0,0.009,0,0.2383,0
RID-0654,SC-MAKADARA,Makadara,-1.3101628039529463,36.85704439362365,78.5,888.0,0.136,1.35,499.0,301.0,450.0,198.0,0.0171,0,0.241,0
RID-0655,SC-MATHARE,Mathare,-1.2690649681804602,36.894049350689414,114.1,889.0,0.25,0.67,702.0,432.0,450.0,270.0,0.0187,0,0.3224,0
RID-0656,SC-KIBRA,Kibra,-1.3084651047079536,36.79100948719221,93.3,1139.0,0.278,0.99,583.0,355.0,450.0,228.0,0.0119,0,0.3288,0
RID-0657,SC-MATHARE,Mathare,-1.2475558571191319,36.842223337644384,88.6,1235.0,0.286,1.16,556.0,338.0,450.0,218.0,0.0099,0,0.3365,0
RID-0658,SC-MATHARE,Mathare,-1.2392177642515947,36.86348471426929,60.9,945.0,0.18,2.42,398.0,235.0,450.0,163.0,0.0272,0,0.292,0
RID-0659,SC-STAREHE,Starehe,-1.2615903876551757,36.8035628553392,60.7,932.0,0.101,0.27,397.0,234.0,450.0,162.0,0.0096,0,0.1688,0
RID-0660,SC-MATHARE,Mathare,-1.2910751753203213,36.881357793160504,84.4,1100.0,0.185,0.74,532.0,322.0,450.0,210.0,0.0085,0,0.2498,0
RID-0661,SC-MATHARE,Mathare,-1.2524718094780496,36.84695896891285,82.2,729.0,0.135,0.76,520.0,314.0,450.0,206.0,0.0225,0,0.2213,0
RID-0662,SC-EMBAKASI,Embakasi,-1.327393261625494,36.92250869568829,70.8,1045.0,0.15,3.0,455.0,272.0,450.0,183.0,0.0204,0,0.3127,0
RID-0663,SC-MATHARE,Mathare,-1.2837882378573466,36.89785345906512,82.1,1110.0,0.265,1.03,519.0,314.0,450.0,205.0,0.0132,0,0.3082,0
RID-0664,SC-MATHARE,Mathare,-1.2780124146929575,36.87776783851217,103.8,1136.0,0.098,1.84,643.0,394.0,450.0,249.0,0.0069,0,0.2684,0
RID-0665,SC-KIBRA,Kibra,-1.3215723695149797,36.797063748621646,90.4,613.0,0.279,0.98,567.0,345.0,450.0,222.0,0.0619,1,0.3254,1
RID-0666,SC-KIBRA,Kibra,-1.3258822800422838,36.78174414187855,62.9,848.0,0.183,0.1,409.0,243.0,450.0,167.0,0.0168,0,0.2018,0
RID-0667,SC-MATHARE,Mathare,-1.2591816164920855,36.84495625088437,78.3,824.0,0.223,0.25,498.0,300.0,450.0,198.0,0.021,0,0.2445,0
RID-0668,SC-KIBRA,Kibra,-1.3001835130915975,36.774735728670564,67.9,1020.0,0.102,0.32,438.0,261.0,450.0,177.0,0.0071,0,0.1764,0
RID-0669,SC-KASARANI,Kasarani,-1.2245719983068004,36.88011301250783,74.2,1096.0,0.161,0.61,474.0,284.0,450.0,189.0,0.0078,0,0.221,0
RID-0670,SC-MATHARE,Mathare,-1.3112466731759063,36.861179444748,73.8,1299.0,0.102,1.8,472.0,283.0,450.0,189.0,0.0048,0,0.2351,1
RID-0671,SC-KASARANI,Kasarani,-1.1717476915677416,36.91569208575796,72.8,901.0,0.311,3.26,466.0,279.0,450.0,187.0,0.0685,0,0.4413,1
RID-0672,SC-KAMUKUNJI,Kamukunji,-1.2853852075946879,36.83974218341584,61.2,900.0,0.274,1.55,400.0,236.0,450.0,163.0,0.035,0,0.3114,1
RID-0673,SC-DAGORETTI,Dagoretti,-1.292550682143759,36.754942382303504,78.1,1230.0,0.19,1.14,496.0,299.0,450.0,197.0,0.0069,0,0.2625,1
RID-0674,SC-MATHARE,Mathare,-1.2836162563061768,36.88728643389338,71.6,1059.0,0.134,0.82,459.0,275.0,450.0,184.0,0.0085,0,0.2123,0
RID-0675,SC-MATHARE,Mathare,-1.2456923736911751,36.87936371451416,36.1,1254.0,0.304,2.41,256.0,143.0,450.0,113.0,0.0202,1,0.3402,1
RID-0676,SC-EMBAKASI,Embakasi,-1.3012304852238055,36.90039233315388,110.8,1058.0,0.163,1.23,683.0,420.0,450.0,263.0,0.0092,0,0.2886,0
RID-0677,SC-KIBRA,Kibra,-1.3015427752806636,36.796836282674825,96.3,769.0,0.119,0.96,600.0,366.0,450.0,234.0,0.0184,0,0.2351,0
RID-0678,SC-MATHARE,Mathare,-1.2670808142188206,36.85352796454207,74.4,733.0,0.215,1.35,475.0,285.0,450.0,190.0,0.0399,0,0.2818,0
RID-0679,SC-EMBAKASI,Embakasi,-1.3079628740947604,36.9309804030299,80.3,690.0,0.307,1.45,509.0,307.0,450.0,202.0,0.0675,0,0.3534,0
RID-0680,SC-KAMUKUNJI,Kamukunji,-1.309782141513078,36.81564949468495,62.4,1132.0,0.081,1.2,407.0,241.0,450.0,166.0,0.0063,0,0.1914,1
RID-0681,SC-KAMUKUNJI,Kamukunji,-1.2817047831752695,36.84601775403712,105.4,1238.0,0.137,1.32,652.0,400.0,450.0,252.0,0.0049,0,0.2711,1
RID-0682,SC-MATHARE,Mathare,-1.2565331667125919,36.86987906395817,108.5,1370.0,0.305,0.82,670.0,411.0,450.0,258.0,0.0057,0,0.3595,0
RID-0683,SC-KASARANI,Kasarani,-1.224464045092696,36.92979726877204,82.4,1169.0,0.121,2.92,521.0,315.0,450.0,206.0,0.0111,0,0.305,0
RID-0684,SC-STAREHE,Starehe,-1.3070180795695303,36.808430059504396,95.4,1233.0,0.107,1.15,595.0,363.0,450.0,232.0,0.0043,0,0.2356,0
RID-0685,SC-EMBAKASI,Embakasi,-1.312065095202981,36.86713622377692,82.6,884.0,0.217,2.38,522.0,316.0,450.0,206.0,0.0344,0,0.3423,0
RID-0686,SC-MATHARE,Mathare,-1.2635170880886415,36.89822940331456,59.9,769.0,0.287,1.33,393.0,232.0,450.0,161.0,0.0518,0,0.3078,1
RID-0687,SC-MATHARE,Mathare,-1.2595822702340809,36.869614018114376,73.8,1170.0,0.195,0.64,472.0,283.0,450.0,189.0,0.0073,0,0.2396,0
RID-0688,SC-MATHARE,Mathare,-1.2852032953034516,36.85267277183921,82.0,1084.0,0.319,0.76,518.0,313.0,450.0,205.0,0.0166,0,0.3299,0
RID-0689,SC-MAKADARA,Makadara,-1.3075039276064788,36.853645698064874,73.2,1021.0,0.243,1.08,468.0,281.0,450.0,187.0,0.0169,0,0.2856,1
RID-0690,SC-KASARANI,Kasarani,-1.1943671240999245,36.9111538212145,76.7,1077.0,0.098,1.06,488.0,294.0,450.0,195.0,0.0072,0,0.2081,1
RID-0691,SC-MATHARE,Mathare,-1.2822291591387407,36.86993009556864,78.6,1065.0,0.318,2.23,499.0,301.0,450.0,198.0,0.0296,0,0.4,1
RID-0692,SC-MATHARE,Mathare,-1.2500355650300643,36.88780298077043,78.8,1257.0,0.178,2.47,500.0,302.0,450.0,199.0,0.0094,0,0.3158,1
RID-0693,SC-MATHARE,Mathare,-1.2283891862686325,36.84469811616344,80.8,1259.0,0.149,3.06,512.0,309.0,450.0,203.0,0.01,0,0.3276,0
RID-0694,SC-MATHARE,Mathare,-1.2762171502242068,36.83984844282171,64.1,1109.0,0.214,1.66,416.0,247.0,450.0,169.0,0.0144,0,0.2825,1
RID-0695,SC-KIBRA,Kibra,-1.3196803971821396,36.79432716748892,69.2,1169.0,0.153,1.0,446.0,266.0,450.0,179.0,0.007,0,0.2263,0
RID-0696,SC-MATHARE,Mathare,-1.240253309668218,36.863480979527154,60.7,1103.0,0.101,2.31,397.0,235.0,450.0,162.0,0.0113,0,0.2408,1
RID-0697,SC-MATHARE,Mathare,-1.266396950465097,36.86803515984498,94.7,908.0,0.08,0.75,591.0,360.0,450.0,231.0,0.0094,0,0.2058,0
RID-0698,SC-MATHARE,Mathare,-1.2767028580326005,36.9067907744339,48.4,1151.0,0.188,0.21,327.0,189.0,450.0,138.0,0.0073,0,0.1945,0
RID-0699,SC-KIBRA,Kibra,-1.347153220542361,36.78869481157791,97.3,721.0,0.281,1.79,606.0,370.0,450.0,236.0,0.0568,0,0.3764,1
RID-0700,SC-MATHARE,Mathare,-1.2195278756154073,36.865135996891205,100.8,1211.0,0.217,2.23,626.0,383.0,450.0,243.0,0.0107,0,0.3594,1
RID-0701,SC-MATHARE,Mathare,-1.26380078070003,36.85785109154379,75.5,761.0,0.32,0.75,481.0,289.0,450.0,192.0,0.0468,0,0.3217,1
RID-0702,SC-DAGORETTI,Dagoretti,-1.296607833635248,36.77145696949353,41.0,1057.0,0.149,0.49,284.0,162.0,450.0,122.0,0.0095,0,0.1793,0
RID-0703,SC-MATHARE,Mathare,-1.30423723822659,36.89566867402593,74.6,831.0,0.147,0.9,476.0,286.0,450.0,190.0,0.0188,0,0.2252,1
RID-0704,SC-KIBRA,Kibra,-1.343479143049003,36.77966695341531,79.0,1111.0,0.118,2.04,502.0,302.0,450.0,199.0,0.0099,0,0.2602,0
RID-0705,SC-DAGORETTI,Dagoretti,-1.301584888405973,36.755771065395415,64.8,993.0,0.119,1.81,421.0,250.0,450.0,171.0,0.0143,0,0.2353,0
RID-0706,SC-EMBAKASI,Embakasi,-1.341962487037675,36.909243453321636,72.3,681.0,0.148,1.2,463.0,277.0,450.0,186.0,0.0338,0,0.2351,0
RID-0707,SC-MATHARE,Mathare,-1.2195138075342629,36.83773651990815,103.0,1084.0,0.27,3.06,638.0,391.0,450.0,247.0,0.0265,0,0.4443,1
RID-0708,SC-KAMUKUNJI,Kamukunji,-1.281205876647792,36.831760356444065,90.0,884.0,0.297,1.02,564.0,343.0,450.0,221.0,0.0297,0,0.3391,0
RID-0709,SC-MATHARE,Mathare,-1.2514822558761394,36.86538295554832,66.1,1176.0,0.314,1.07,428.0,255.0,450.0,173.0,0.0146,0,0.3211,0
RID-0710,SC-STAREHE,Starehe,-1.287829738180886,36.83475744569743,56.0,1000.0,0.136,1.46,370.0,217.0,450.0,153.0,0.0139,0,0.2214,1
RID-0711,SC-MAKADARA,Makadara,-1.2639130378042651,36.856181924165455,75.1,1079.0,0.292,0.93,479.0,288.0,450.0,191.0,0.0164,0,0.3113,0
RID-0712,SC-MATHARE,Mathare,-1.2456048411570364,36.83913454084258,76.8,808.0,0.159,1.44,489.0,294.0,450.0,195.0,0.0252,0,0.2557,1
RID-0713,SC-MATHARE,Mathare,-1.27912872753636,36.874448125557606,87.4,882.0,0.107,2.0,550.0,334.0,450.0,216.0,0.0183,0,0.2617,1
RID-0714,SC-MATHARE,Mathare,-1.2303176794292807,36.87211226697571,72.0,908.0,0.289,1.71,461.0,276.0,450.0,185.0,0.0365,0,0.3431,1
RID-0715,SC-MATHARE,Mathare,-1.266261160610463,36.864985828108466,87.7,1171.0,0.233,0.6,551.0,334.0,450.0,217.0,0.0079,0,0.2751,0
RID-0716,SC-EMBAKASI,Embakasi,-1.3350081546793944,36.912090306527105,109.0,1335.0,0.12,2.01,673.0,413.0,450.0,260.0,0.0041,0,0.2953,0
RID-0717,SC-KAMUKUNJI,Kamukunji,-1.2673533387535318,36.83595819334334,92.2,839.0,0.183,1.3,577.0,351.0,450.0,226.0,0.0225,0,0.282,0
RID-0718,SC-EMBAKASI,Embakasi,-1.31940084295519,36.90531756459304,79.3,1215.0,0.149,0.9,503.0,303.0,450.0,200.0,0.0055,0,0.2308,1
RID-0719,SC-KIBRA,Kibra,-1.3237343947208118,36.78367734770748,77.3,566.0,0.257,0.23,491.0,296.0,450.0,196.0,0.054,0,0.2616,0
RID-0720,SC-MAKADARA,Makadara,-1.2580055642166696,36.85505948598508,74.6,761.0,0.189,1.05,477.0,286.0,450.0,190.0,0.0295,0,0.2538,1
RID-0721,SC-EMBAKASI,Embakasi,-1.3171668030404244,36.8870491638873,97.7,808.0,0.317,1.22,608.0,372.0,450.0,237.0,0.0422,0,0.3737,0
RID-0722,SC-KASARANI,Kasarani,-1.2051161605700011,36.896375516535635,70.6,729.0,0.093,1.65,453.0,271.0,450.0,182.0,0.0268,0,0.2215,0
RID-0723,SC-DAGORETTI,Dagoretti,-1.3059874607664284,36.77042608064546,80.7,683.0,0.165,0.58,511.0,309.0,450.0,203.0,0.028,0,0.2287,1
RID-0724,SC-MAKADARA,Makadara,-1.2716079399097273,36.84799152868523,80.8,1083.0,0.196,1.61,512.0,309.0,450.0,203.0,0.013,0,0.2896,0
RID-0725,SC-MATHARE,Mathare,-1.2973307990272123,36.88515027379674,72.5,957.0,0.201,0.19,464.0,278.0,450.0,186.0,0.0126,0,0.2236,0
RID-0726,SC-KAMUKUNJI,Kamukunji,-1.2986925965152,36.860812511983255,59.4,1076.0,0.156,1.23,390.0,230.0,450.0,160.0,0.0109,0,0.2265,0
RID-0727,SC-KIBRA,Kibra,-1.3544020763542366,36.80285194676598,84.8,1138.0,0.255,2.68,535.0,324.0,450.0,211.0,0.0202,0,0.3869,0
RID-0728,SC-KAMUKUNJI,Kamukunji,-1.3092234385856156,36.85961528238133,79.1,1053.0,0.29,1.65,502.0,303.0,450.0,199.0,0.0222,0,0.3509,0
RID-0729,SC-KASARANI,Kasarani,-1.2197145386432713,36.88092121161207,87.5,1132.0,0.305,0.52,550.0,334.0,450.0,216.0,0.0121,0,0.3168,0
RID-0730,SC-KASARANI,Kasarani,-1.2281407262585355,36.913726369139134,72.0,986.0,0.273,1.88,461.0,276.0,450.0,185.0,0.0284,0,0.3411,0
RID-0731,SC-KASARANI,Kasarani,-1.2178821109376954,36.91168825960945,98.3,763.0,0.284,1.59,612.0,374.0,450.0,238.0,0.0474,1,0.37,1
RID-0732,SC-KAMUKUNJI,Kamukunji,-1.2454711883096903,36.81371516776578,66.8,1212.0,0.212,0.89,432.0,257.0,450.0,175.0,0.0078,0,0.2517,0
RID-0733,SC-STAREHE,Starehe,-1.2426557485006273,36.82708711875047,105.7,882.0,0.278,0.82,654.0,401.0,450.0,253.0,0.0238,0,0.3375,0
RID-0734,SC-MATHARE,Mathare,-1.2779756809664626,36.83839372748522,53.8,813.0,0.153,1.53,357.0,209.0,450.0,148.0,0.0279,0,0.2305,1
RID-0735,SC-MATHARE,Mathare,-1.2637824078155406,36.88343300223849,86.5,964.0,0.176,1.79,544.0,330.0,450.0,214.0,0.0179,0,0.2924,1
RID-0736,SC-KAMUKUNJI,Kamukunji,-1.2875509824075506,36.87522309860495,87.1,817.0,0.156,1.47,548.0,332.0,450.0,216.0,0.0233,0,0.2672,0
RID-0737,SC-MATHARE,Mathare,-1.289023513801031,36.86475822104308,68.1,917.0,0.192,1.46,439.0,262.0,450.0,177.0,0.0219,0,0.2655,0
RID-0738,SC-KAMUKUNJI,Kamukunji,-1.3100478688882622,36.8522726376525,86.4,1069.0,0.149,0.84,544.0,330.0,450.0,214.0,0.0082,1,0.2358,0
RID-0739,SC-MATHARE,Mathare,-1.242262252198054,36.85658476412638,99.2,1070.0,0.311,2.24,617.0,377.0,450.0,240.0,0.0256,0,0.4246,1
RID-0740,SC-MATHARE,Mathare,-1.3120842771325427,36.868978962935934,46.7,820.0,0.155,2.3,317.0,183.0,450.0,134.0,0.037,0,0.2553,0
RID-0741,SC-MATHARE,Mathare,-1.2512652289653299,36.87308589509924,87.5,902.0,0.104,1.48,550.0,334.0,450.0,216.0,0.0141,0,0.2383,1
RID-0742,SC-MATHARE,Mathare,-1.235284356163557,36.84357892640702,42.6,1215.0,0.206,2.53,293.0,168.0,450.0,126.0,0.0149,0,0.2909,0
RID-0743,SC-MAKADARA,Makadara,-1.286395677890991,36.88385015024956,65.5,1099.0,0.094,0.69,424.0,252.0,450.0,172.0,0.0062,0,0.1829,0
RID-0744,SC-MATHARE,Mathare,-1.2955717516801304,36.871393036518384,104.4,1415.0,0.107,1.56,647.0,396.0,450.0,250.0,0.0027,0,0.2621,1
RID-0745,SC-MATHARE,Mathare,-1.2700835966201534,36.86336954653797,71.3,1236.0,0.133,1.01,457.0,274.0,450.0,184.0,0.0052,0,0.2185,0
RID-0746,SC-KAMUKUNJI,Kamukunji,-1.2780464703292331,36.83525542871773,62.4,1229.0,0.191,1.19,407.0,241.0,450.0,166.0,0.0076,0,0.2474,0
RID-0747,SC-MATHARE,Mathare,-1.2735141615832322,36.865683048349766,77.0,722.0,0.184,1.4,490.0,295.0,450.0,195.0,0.0363,0,0.2689,0
RID-0748,SC-MATHARE,Mathare,-1.281744918777256,36.8432834974223,111.0,1153.0,0.272,1.5,684.0,421.0,450.0,264.0,0.0121,0,0.3743,0
RID-0749,SC-KAMUKUNJI,Kamukunji,-1.2714125343408698,36.82202411929683,52.5,989.0,0.257,0.35,350.0,204.0,450.0,146.0,0.0171,0,0.239,0
RID-0750,SC-STAREHE,Starehe,-1.2616737499818156,36.83425182585708,64.2,890.0,0.182,1.05,417.0,248.0,450.0,169.0,0.0202,0,0.239,0
RID-0751,SC-KIBRA,Kibra,-1.349516134575812,36.77144870695329,102.5,1034.0,0.16,1.91,635.0,389.0,450.0,246.0,0.0129,0,0.3081,1
RID-0752,SC-EMBAKASI,Embakasi,-1.2861178119390526,36.88037668937721,107.9,1189.0,0.156,1.01,666.0,409.0,450.0,257.0,0.0055,0,0.2713,1
RID-0753,SC-STAREHE,Starehe,-1.2842880852461878,36.83424121786504,78.4,1100.0,0.266,1.41,498.0,300.0,450.0,198.0,0.0159,0,0.3218,1
RID-0754,SC-MATHARE,Mathare,-1.244332189814348,36.85996922227911,61.4,824.0,0.092,1.91,401.0,237.0,450.0,164.0,0.0227,0,0.2215,0
RID-0755,SC-KIBRA,Kibra,-1.3269502038938328,36.813447397233965,111.4,1148.0,0.083,2.23,687.0,422.0,450.0,264.0,0.0068,0,0.2859,0
RID-0756,SC-KAMUKUNJI,Kamukunji,-1.2502220067240484,36.86457716101563,103.9,872.0,0.271,1.2,644.0,394.0,450.0,249.0,0.0272,0,0.3488,1
RID-0757,SC-MATHARE,Mathare,-1.2582936371486995,36.848834685567184,90.2,1043.0,0.195,0.65,565.0,344.0,450.0,222.0,0.01,0,0.258,0
RID-0758,SC-MATHARE,Mathare,-1.2766088881311313,36.87545028210532,67.8,939.0,0.111,2.12,438.0,261.0,450.0,177.0,0.0179,0,0.247,0
RID-0759,SC-KAMUKUNJI,Kamukunji,-1.2766320355822263,36.87303197185893,79.3,956.0,0.137,2.01,503.0,303.0,450.0,200.0,0.0173,0,0.2696,0
RID-0760,SC-KAMUKUNJI,Kamukunji,-1.2719909981492772,36.8149383939648,77.6,1153.0,0.304,1.06,493.0,297.0,450.0,196.0,0.0142,0,0.3289,0
RID-0761,SC-KIBRA,Kibra,-1.2939610476455417,36.76503878745371,85.0,792.0,0.286,1.1,536.0,324.0,450.0,211.0,0.0396,0,0.329,0
RID-0762,SC-MATHARE,Mathare,-1.267679425439047,36.870004004125036,101.8,1389.0,0.25,1.0,632.0,387.0,450.0,245.0,0.0046,0,0.3223,0
RID-0763,SC-MATHARE,Mathare,-1.2200866502043208,36.927198371120106,93.2,636.0,0.196,2.36,583.0,355.0,450.0,228.0,0.0631,0,0.3409,1
RID-0764,SC-MAKADARA,Makadara,-1.2878655388172764,36.85633606762559,63.8,880.0,0.205,0.67,415.0,246.0,450.0,169.0,0.0202,0,0.2353,0
RID-0765,SC-DAGORETTI,Dagoretti,-1.2823098870303888,36.761753108517475,100.6,1074.0,0.314,1.56,625.0,382.0,450.0,243.0,0.0201,0,0.3928,1
RID-0766,SC-MATHARE,Mathare,-1.2664133525111438,36.90090422711825,84.7,1117.0,0.312,1.16,534.0,323.0,450.0,211.0,0.0164,0,0.3486,1
RID-0767,SC-MAKADARA,Makadara,-1.295398584816172,36.86995486178183,90.3,980.0,0.132,1.72,566.0,344.0,450.0,222.0,0.0134,0,0.2672,0
RID-0768,SC-KAMUKUNJI,Kamukunji,-1.2716815149589107,36.853431732212286,102.0,989.0,0.275,1.67,633.0,387.0,450.0,245.0,0.0228,0,0.3727,1
RID-0769,SC-MATHARE,Mathare,-1.2432211899906078,36.85265493626906,63.3,1082.0,0.127,1.96,412.0,244.0,450.0,168.0,0.0119,0,0.2444,0
RID-0770,SC-KAMUKUNJI,Kamukunji,-1.2961660350789206,36.82299691534057,79.5,954.0,0.131,0.55,504.0,304.0,450.0,200.0,0.0103,0,0.2088,0
RID-0771,SC-KIBRA,Kibra,-1.3062099753875953,36.80057873007024,72.0,1279.0,0.242,1.36,462.0,277.0,450.0,185.0,0.0083,0,0.2962,0
RID-0772,SC-KAMUKUNJI,Kamukunji,-1.2758445426769622,36.87848984866695,56.5,1168.0,0.177,1.84,373.0,219.0,450.0,154.0,0.0112,0,0.2597,0
RID-0773,SC-KIBRA,Kibra,-1.3151119203765809,36.79837483311184,85.2,1175.0,0.304,1.49,537.0,325.0,450.0,212.0,0.0148,0,0.3602,1
RID-0774,SC-MATHARE,Mathare,-1.2818340175227863,36.85725800595051,117.7,807.0,0.101,1.27,722.0,445.0,450.0,277.0,0.0152,0,0.2621,0
RID-0775,SC-KAMUKUNJI,Kamukunji,-1.2710892448486844,36.86198204221486,52.4,984.0,0.203,1.14,349.0,204.0,450.0,146.0,0.018,0,0.2409,0
RID-0776,SC-KIBRA,Kibra,-1.3208793389532836,36.78356801496284,79.5,940.0,0.3,0.49,504.0,304.0,450.0,200.0,0.0222,0,0.3021,0
RID-0777,SC-MATHARE,Mathare,-1.2903574749336162,36.85785941598387,89.6,799.0,0.297,0.68,562.0,342.0,450.0,220.0,0.0344,0,0.3216,0
RID-0778,SC-MAKADARA,Makadara,-1.2821923367296044,36.87150410032213,81.8,1072.0,0.118,2.08,518.0,313.0,450.0,205.0,0.0111,0,0.2646,1
RID-0779,SC-MAKADARA,Makadara,-1.2899866855723758,36.86099547374362,78.3,892.0,0.168,1.02,497.0,300.0,450.0,198.0,0.0174,0,0.2452,0
RID-0780,SC-STAREHE,Starehe,-1.2748587368274364,36.81179357721054,60.5,1131.0,0.229,1.32,396.0,234.0,450.0,162.0,0.013,0,0.2724,0
RID-0781,SC-MAKADARA,Makadara,-1.2860234315959493,36.868419458887786,83.5,786.0,0.118,1.94,527.0,319.0,450.0,208.0,0.026,0,0.2611,0
RID-0782,SC-MATHARE,Mathare,-1.250159623040144,36.85447930314665,68.6,1344.0,0.312,1.55,442.0,264.0,450.0,178.0,0.01,0,0.3466,1
RID-0783,SC-MATHARE,Mathare,-1.303066858397425,36.886943054235076,47.2,821.0,0.3,0.5,319.0,184.0,450.0,135.0,0.0377,0,0.263,0
RID-0784,SC-MATHARE,Mathare,-1.2695767491201682,36.847744484719136,97.9,1044.0,0.12,1.39,610.0,372.0,450.0,237.0,0.009,0,0.2553,0
RID-0785,SC-KASARANI,Kasarani,-1.2061304217617201,36.89215974720162,94.4,1158.0,0.109,1.37,589.0,359.0,450.0,230.0,0.006,0,0.2441,1
RID-0786,SC-KAMUKUNJI,Kamukunji,-1.2638012723190675,36.85734011899153,80.8,886.0,0.1,0.8,512.0,309.0,450.0,203.0,0.012,0,0.2041,0
RID-0787,SC-MATHARE,Mathare,-1.2463286135359906,36.83768088577599,83.4,1170.0,0.298,1.43,527.0,319.0,450.0,208.0,0.0144,0,0.3511,1
RID-0788,SC-MATHARE,Mathare,-1.235761120292272,36.87022501062468,96.1,754.0,0.126,2.24,599.0,366.0,450.0,234.0,0.031,0,0.2944,0
RID-0789,SC-MATHARE,Mathare,-1.267385542784924,36.867867769346844,83.4,1290.0,0.18,0.83,526.0,318.0,450.0,208.0,0.0047,0,0.2495,0
RID-0790,SC-EMBAKASI,Embakasi,-1.3455247046579664,36.908173056229614,93.6,1003.0,0.188,0.85,585.0,356.0,450.0,228.0,0.0117,0,0.2664,0
RID-0791,SC-KIBRA,Kibra,-1.3355874301636415,36.757946594283126,75.5,881.0,0.224,2.92,482.0,289.0,450.0,192.0,0.0444,0,0.3645,0
RID-0792,SC-MATHARE,Mathare,-1.2904471837243578,36.8872537674998,99.7,940.0,0.097,0.1,620.0,379.0,450.0,241.0,0.0071,0,0.1959,1
RID-0793,SC-MATHARE,Mathare,-1.2725852678738558,36.89567455419833,84.8,1162.0,0.134,0.28,535.0,324.0,450.0,211.0,0.0048,0,0.2058,0
RID-0794,SC-MATHARE,Mathare,-1.270716029261046,36.830852840848145,82.9,883.0,0.304,0.79,524.0,317.0,450.0,207.0,0.0292,0,0.3224,0
RID-0795,SC-DAGORETTI,Dagoretti,-1.3153304887989732,36.76871623240014,60.9,850.0,0.298,1.63,398.0,236.0,450.0,163.0,0.0468,0,0.3311,1
RID-0796,SC-KAMUKUNJI,Kamukunji,-1.2881179635587332,36.83403425407019,84.3,956.0,0.268,1.38,532.0,322.0,450.0,210.0,0.0242,0,0.329,0
RID-0797,SC-EMBAKASI,Embakasi,-1.3067996354829443,36.91003565472335,67.5,765.0,0.085,1.46,436.0,260.0,450.0,176.0,0.022,0,0.207,0
RID-0798,SC-MATHARE,Mathare,-1.2376520236819508,36.89396998459786,70.4,1364.0,0.158,0.97,452.0,271.0,450.0,182.0,0.0038,0,0.2294,1
RID-0799,SC-MAKADARA,Makadara,-1.3071953729157817,36.833479046278356,67.8,887.0,0.231,0.3,437.0,261.0,450.0,177.0,0.0191,0,0.2389,1
RID-0800,SC-NJIRU,Njiru,-1.2582693032224654,36.94520561013166,64.0,1166.0,0.146,3.84,416.0,247.0,450.0,169.0,0.0188,0,0.3416,1
RID-0801,SC-MAKADARA,Makadara,-1.3192751785242123,36.840856981702096,111.9,1042.0,0.298,0.93,689.0,424.0,450.0,265.0,0.0158,0,0.365,0
RID-0802,SC-KIBRA,Kibra,-1.3081242423690023,36.78402695296859,100.0,803.0,0.232,0.77,621.0,380.0,450.0,241.0,0.0251,0,0.2977,0
RID-0803,SC-MATHARE,Mathare,-1.2593440600917682,36.849830093306004,108.8,999.0,0.097,0.77,672.0,413.0,450.0,259.0,0.0071,0,0.2297,0
RID-0804,SC-MATHARE,Mathare,-1.2646080142841154,36.84651533711464,61.7,1157.0,0.298,0.83,402.0,238.0,450.0,164.0,0.0137,0,0.2942,0
